Published Odometry - x: 0, y: 0, Linear Velocity: 0, Angular Velocity: 0
Published Odometry - x: 37.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 38.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 38.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 38.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 38.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 38.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 39.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 39.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 39.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 39.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 39.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 40.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 40.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 40.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 40.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 40.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 41.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 41.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 41.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 41.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 41.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 42.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 42.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 42.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 42.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 42.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 43.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 43.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 43.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 43.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 43.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 44.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 44.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 44.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 44.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 44.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 45.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 45.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 45.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 45.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 45.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 46.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 46.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 46.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 46.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 46.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 47.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 47.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 47.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 47.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 47.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 48.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 48.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 48.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 48.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 48.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 49.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 49.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 49.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 49.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 49.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 50.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 50.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 50.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 50.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 50.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 51.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 51.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 51.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 51.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 51.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 52.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 52.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 52.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 52.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 52.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 53.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 53.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 53.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 53.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 53.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 54.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 54.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 54.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 54.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 54.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 55.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 55.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 55.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 55.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 55.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 56.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 56.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 56.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 56.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 56.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 57.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 57.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 57.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 57.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 57.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 58.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 58.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 58.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 58.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 58.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 59.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 59.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 59.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 59.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 59.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 60.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 60.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 60.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 60.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 60.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 61.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 61.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 61.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 61.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 61.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 62.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 62.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 62.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 62.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 62.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 63.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 63.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 63.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 63.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 63.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 64.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 64.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 64.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 64.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 64.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 65.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 65.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 65.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 65.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 65.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 66.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 66.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 66.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 66.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 66.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 67.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 67.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 67.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 67.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 67.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 68.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 68.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 68.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 68.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 68.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 69.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 69.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 69.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 69.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 69.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 70.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 70.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 70.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 70.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 70.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 71.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 71.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 71.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 71.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 71.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 72.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 72.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 72.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 72.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 72.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 73.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 73.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 73.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 73.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 73.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 74.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 74.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 74.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 74.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 74.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 75.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 75.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 75.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 75.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 75.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 76.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 76.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 76.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 76.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 76.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 77.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 77.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 77.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 77.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 77.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 78.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 78.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 78.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 78.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 78.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 79.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 79.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 79.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 79.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 79.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 80.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 80.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 80.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 80.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 80.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 81.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 81.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 81.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 81.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 81.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 82.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 82.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 82.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 82.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 82.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 83.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 83.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 83.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 83.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 83.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 84.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 84.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 84.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 84.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 84.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 85.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 85.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 85.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 85.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 85.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 86.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 86.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 86.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 86.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 86.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 87.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 87.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 87.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 87.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 87.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 88.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 88.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 88.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 88.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 88.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 89.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 89.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 89.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 89.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 89.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 90.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 90.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 90.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 90.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 90.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 91.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 91.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 91.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 91.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 91.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 92.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 92.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 92.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 92.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 92.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 93.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 93.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 93.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 93.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 93.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 94.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 94.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 94.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 94.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 94.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 95.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 95.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 95.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 95.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 95.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 96.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 96.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 96.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 96.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 96.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 97.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 97.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 97.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 97.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 97.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 98.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 98.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 98.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 98.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 98.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 99.1404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 99.3404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 99.5404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 99.7404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 99.9404, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 100.14, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 100.34, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 100.54, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 100.74, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 100.94, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 101.14, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 101.34, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 101.54, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 101.74, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 101.94, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 102.14, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 102.34, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 102.54, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 102.74, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 102.94, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 103.14, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 103.34, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 103.54, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 103.74, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 103.94, y: 0, Linear Velocity: 2, Angular Velocity: 0
Published Odometry - x: 104.14, y: 0, Linear Velocity: 2, Angular Velocity: 0
