Published Odometry - x: 0, y: 0, yaw: 0, Linear Velocity: 0, Angular Velocity: 0
Published Odometry - x: 31.5156, y: -2.6945, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 31.7155, y: -2.70067, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 31.9149, y: -2.71682, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 32.1148, y: -2.72299, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 32.3141, y: -2.73914, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 32.514, y: -2.74531, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 32.7134, y: -2.76146, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 32.9133, y: -2.76763, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 33.1126, y: -2.78378, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 33.3125, y: -2.78995, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 33.5119, y: -2.8061, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 33.7118, y: -2.81227, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 33.9111, y: -2.82842, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 34.111, y: -2.83459, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 34.3104, y: -2.85074, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 34.5103, y: -2.85691, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 34.7096, y: -2.87306, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 34.9095, y: -2.87923, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 35.1089, y: -2.89538, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 35.3088, y: -2.90155, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 35.5081, y: -2.9177, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 35.708, y: -2.92387, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 35.9074, y: -2.94002, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 36.1073, y: -2.94619, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 36.3066, y: -2.96234, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 36.5065, y: -2.9685, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 36.7059, y: -2.98466, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 36.9058, y: -2.99082, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 37.1051, y: -3.00698, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 37.305, y: -3.01314, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 37.5044, y: -3.0293, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 37.7043, y: -3.03546, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 37.9036, y: -3.05162, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 38.1035, y: -3.05778, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 38.3029, y: -3.07393, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 38.5028, y: -3.0801, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 38.7021, y: -3.09625, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 38.902, y: -3.10242, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 39.1014, y: -3.11857, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 39.3013, y: -3.12474, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 39.5006, y: -3.14089, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 39.7005, y: -3.14706, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 39.8999, y: -3.16321, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 40.0998, y: -3.16938, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 40.2991, y: -3.18553, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 40.499, y: -3.1917, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 40.6984, y: -3.20785, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 40.8983, y: -3.21402, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 41.0976, y: -3.23017, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 41.2976, y: -3.23634, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 41.4969, y: -3.25249, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 41.6968, y: -3.25866, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 41.8961, y: -3.27481, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 42.0961, y: -3.28098, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 42.2954, y: -3.29713, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 42.4953, y: -3.3033, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 42.6947, y: -3.31945, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 42.8946, y: -3.32562, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 43.0939, y: -3.34177, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 43.2938, y: -3.34794, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 43.4932, y: -3.36409, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 43.6931, y: -3.37026, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 43.8924, y: -3.38641, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 44.0923, y: -3.39258, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 44.2917, y: -3.40873, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 44.4916, y: -3.4149, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 44.6909, y: -3.43105, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 44.8908, y: -3.43722, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 45.0902, y: -3.45337, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 45.2901, y: -3.45954, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 45.4894, y: -3.47569, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 45.6893, y: -3.48186, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 45.8887, y: -3.49801, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 46.0886, y: -3.50418, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 46.2879, y: -3.52033, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 46.4878, y: -3.5265, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 46.6872, y: -3.54265, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 46.8871, y: -3.54882, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 47.0864, y: -3.56497, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 47.2863, y: -3.57114, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 47.4857, y: -3.58729, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 47.6856, y: -3.59345, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 47.8849, y: -3.60961, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 48.0848, y: -3.61577, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 48.2842, y: -3.63193, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 48.4841, y: -3.63809, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 48.6834, y: -3.65425, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 48.8833, y: -3.66041, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 49.0827, y: -3.67657, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 49.2826, y: -3.68273, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 49.4819, y: -3.69888, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 49.6818, y: -3.70505, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 49.8812, y: -3.7212, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 50.0811, y: -3.72737, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 50.2804, y: -3.74352, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 50.4803, y: -3.74969, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 50.6797, y: -3.76584, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 50.8796, y: -3.77201, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 51.0789, y: -3.78816, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 51.2788, y: -3.79433, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 51.4782, y: -3.81048, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 51.6781, y: -3.81665, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 51.8774, y: -3.8328, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 52.0773, y: -3.83897, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 52.2767, y: -3.85512, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 52.4766, y: -3.86129, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 52.6759, y: -3.87744, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 52.8758, y: -3.88361, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 53.0752, y: -3.89976, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 53.2751, y: -3.90593, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 53.4744, y: -3.92208, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 53.6744, y: -3.92825, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 53.8737, y: -3.9444, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 54.0736, y: -3.95057, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 54.2729, y: -3.96672, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 54.4729, y: -3.97289, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 54.6722, y: -3.98904, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 54.8721, y: -3.99521, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 55.0715, y: -4.01136, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 55.2714, y: -4.01753, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 55.4707, y: -4.03368, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 55.6706, y: -4.03985, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 55.87, y: -4.056, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 56.0699, y: -4.06217, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 56.2692, y: -4.07832, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 56.4691, y: -4.08449, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 56.6685, y: -4.10064, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 56.8684, y: -4.10681, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 57.0677, y: -4.12296, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 57.2676, y: -4.12913, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 57.467, y: -4.14528, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 57.6669, y: -4.15145, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 57.8662, y: -4.1676, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 58.0661, y: -4.17377, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 58.2655, y: -4.18992, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 58.4654, y: -4.19609, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 58.6647, y: -4.21224, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 58.8646, y: -4.2184, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 59.064, y: -4.23456, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 59.2639, y: -4.24072, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 59.4632, y: -4.25688, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 59.6631, y: -4.26304, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 59.8625, y: -4.2792, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 60.0624, y: -4.28536, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 60.2617, y: -4.30152, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 60.4616, y: -4.30768, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 60.661, y: -4.32383, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 60.8609, y: -4.33, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 61.0602, y: -4.34615, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 61.2601, y: -4.35232, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 61.4595, y: -4.36847, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 61.6594, y: -4.37464, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 61.8587, y: -4.39079, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 62.0586, y: -4.39696, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 62.258, y: -4.41311, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 62.4579, y: -4.41928, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 62.6572, y: -4.43543, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 62.8571, y: -4.4416, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 63.0565, y: -4.45775, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 63.2564, y: -4.46392, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 63.4557, y: -4.48007, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 63.6556, y: -4.48624, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 63.855, y: -4.50239, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 64.0549, y: -4.50856, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 64.2542, y: -4.52471, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 64.4541, y: -4.53088, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 64.6535, y: -4.54703, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 64.8534, y: -4.5532, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 65.0527, y: -4.56935, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 65.2526, y: -4.57552, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 65.452, y: -4.59167, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 65.6519, y: -4.59784, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 65.8512, y: -4.61399, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 66.0512, y: -4.62016, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 66.2505, y: -4.63631, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 66.4504, y: -4.64248, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 66.6497, y: -4.65863, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 66.8497, y: -4.6648, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 67.049, y: -4.68095, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 67.2489, y: -4.68712, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 67.4483, y: -4.70327, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 67.6482, y: -4.70944, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 67.8475, y: -4.72559, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 68.0474, y: -4.73176, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 68.2468, y: -4.74791, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 68.4467, y: -4.75408, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 68.646, y: -4.77023, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 68.8459, y: -4.7764, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 69.0453, y: -4.79255, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 69.2452, y: -4.79872, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 69.4445, y: -4.81487, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 69.6444, y: -4.82104, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 69.8438, y: -4.83719, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 70.0437, y: -4.84335, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 70.243, y: -4.85951, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 70.4429, y: -4.86567, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 70.6423, y: -4.88183, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 70.8422, y: -4.88799, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 71.0415, y: -4.90415, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 71.2414, y: -4.91031, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 71.4408, y: -4.92647, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 71.6407, y: -4.93263, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 71.84, y: -4.94878, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 72.0399, y: -4.95495, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 72.2393, y: -4.9711, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 72.4392, y: -4.97727, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 72.6385, y: -4.99342, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 72.8384, y: -4.99959, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 73.0378, y: -5.01574, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 73.2377, y: -5.02191, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 73.437, y: -5.03806, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 73.6369, y: -5.04423, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 73.8363, y: -5.06038, yaw: -0.0308456, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 74.0362, y: -5.06655, yaw: -0.0808456, Linear Velocity: 2, Angular Velocity: -0.5
